Gene.symbol	Gene.ID	adj.P.Val	logFC
NKX2-5	1482	0.328316779406735	0.607254513055556
		0.328419379854712	-0.257583655666667
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1	644019///445571///220869///150472///55871///644019///445571///220869///55871	0.328633049008195	-0.472079055388891
LINC01105///LINC01105	150622///150622	0.32866000890887	0.366707233444446
ATL3	25923	0.32866000890887	-0.858592172444444
		0.328679156940382	0.591986905944444
		0.328765326771983	-0.948257572944445
		0.328765326771983	-0.660443267500003
CYP4F30P///CYP4F62P///FAR2P1	100132708///646802///440905	0.328765326771983	-0.464370778888889
PRRG1	5638	0.328765326771983	0.495508606722222
YIPF4	84272	0.32878170714092	-0.585609852999998
		0.328785995593798	-0.693589062833333
IL31	386653	0.328866951443679	-0.438620374388889
ASB4	51666	0.328866951443679	-0.347463307666667
CCDC105	126402	0.328866951443679	0.3851006975
ZBTB41	360023	0.328866951443679	0.548255352499999
		0.32890444543122	-0.836396136333334
MON2	23041	0.328919590142457	-0.284660195777779
RAB3B	5865	0.328965530335568	-0.440203724333332
CCDC15	80071	0.328965530335568	0.636140970833333
C2CD2	25966	0.328965530335568	-0.40629321511111
EMX1	2016	0.328965530335568	0.337310862277779
C20orf144///C20orf144	128864///128864	0.329196848324302	-0.484833793666666
KRT18P55	284085	0.329239762629441	-0.445843718222221
SIKE1	80143	0.329333753334497	0.538052340611111
PLEKHG6	55200	0.329369488114687	-0.383350169722223
		0.329369488114687	-0.632053864388888
PLCB1	23236	0.329369488114687	-1.04400842666667
		0.329369488114687	0.491470635055554
		0.329458076833171	-0.195799589166667
		0.329458076833171	-0.556445988055556
		0.329468319286861	0.379593879777777
KATNBL1P6///KATNBL1	729176///79768	0.329627301128518	-0.710064621611111
		0.329807942849531	0.250206164333334
DBF4B	80174	0.329821927568449	0.331789719166668
REPS2	9185	0.329826290883241	0.517906683666667
P2RY8	286530	0.329826290883241	-0.507101983444445
		0.329901013569918	-0.578891531555556
AVPI1	60370	0.33024469899058	0.641115124888889
KLF7	8609	0.33039735646002	0.871035534555557
		0.330429474463872	0.228251170277779
TEN1-CDK3///TEN1	100529145///100134934	0.330456157685152	0.379040015166667
DCAF4L1	285429	0.330456157685152	0.361498698444446
IMPACT	55364	0.330456157685152	-0.566279360722222
		0.330488471164214	0.433362654222218
ADRA2B	151	0.330551646398668	0.398795758666664
		0.330595001764016	-0.479613227555557
		0.330607093928391	-0.194858014888889
CHST5	23563	0.330707161115946	0.521781730944445
		0.330728688256267	-0.745328131055554
SOWAHD	347454	0.330728688256267	0.4341197575
		0.330773566994663	-0.912639226333333
		0.330773566994663	-0.818368646444445
PC	5091	0.330773566994663	0.404063727444445
SCN5A	6331	0.330773566994663	0.301466113055556
TRIM71	131405	0.330773566994663	0.51574889872222
RPL12	6136	0.330867113429321	0.863874064055556
IL11RA	3590	0.33090021928912	-0.333990742666667
UGT2A2///UGT2A1	574537///10941	0.330955445392554	0.363001885000001
CEBPA-AS1	80054	0.330955445392554	0.386475879833335
STMN4	81551	0.330955445392554	0.429137048611111
		0.330955445392554	-0.53081698638889
SNORA1///TAF1D	677792///79101	0.330955445392554	0.964811092611112
		0.330972102392525	1.06538592127778
		0.331000395464397	0.589465173277779
		0.331000395464397	0.364031403222222
		0.331000395464397	-0.606560133000001
HOXB-AS3	404266	0.331059126906575	0.505031730666665
LLPH	84298	0.33109909168449	-0.554780155555554
EIF4ENIF1	56478	0.331124974827874	-0.342027860388889
HDAC4	9759	0.331124974827874	0.433769687333333
		0.33115617562489	-0.512846313277778
PIGN	23556	0.33115617562489	-0.434102907777778
ZNF526	116115	0.331189596435893	0.376394138222222
		0.331189596435893	-0.198427234055556
TRPC6	7225	0.331192747065822	-0.436198604277779
LRRC8A	56262	0.331292088816759	0.318505028722222
		0.331292088816759	-0.71159270611111
GNAS	2778	0.331292088816759	-0.365039769388888
RNF126	55658	0.331292088816759	0.308097232944443
		0.331292088816759	-0.432262879333334
GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP	101059918///728047///653720///653125///653075///653073///643699///283796	0.331292088816759	0.851538413888889
		0.331361553722749	-0.469424092666665
SLC12A4///LCAT	6560///3931	0.331362257711798	-0.291605617166668
BIVM	54841	0.331439380424351	-1.099445407
POLR2C	5432	0.331447526366882	0.356568537722224
		0.331447526366882	0.865414047333333
NPHP1	4867	0.331676486681758	-0.290312847666666
		0.331738928314867	0.691368318666667
CDKN1A	1026	0.331738928314867	0.81456923161111
		0.331763013973074	-1.15111568488889
		0.332123026913905	-0.64224169811111
		0.332123026913905	-0.791667558944445
		0.332158506794806	-0.233745814222222
ACLY	47	0.332158506794806	0.343504239999998
		0.332158506794806	-0.193094393333334
PTGDS	5730	0.332158506794806	0.527286385388891
HSPA2	3306	0.332158506794806	0.552350826833335
		0.332158506794806	-0.583837549833333
TOX2	84969	0.332158506794806	0.439524712500001
TANGO2	128989	0.332158506794806	0.446958517222224
SH3PXD2A	9644	0.332158506794806	0.502359671166666
ZNF684	127396	0.332158506794806	0.448443290777779
FBP2	8789	0.332158506794806	0.367141494777778
EMB	133418	0.332158506794806	0.588889576
		0.332195468467437	-0.390456878666667
C11orf86	254439	0.332210270817719	-0.462830187277777
		0.332210270817719	-0.263880704999998
ATG4D	84971	0.332210270817719	0.303760626
POMT2	29954	0.332210270817719	0.505417603
TRMT1	55621	0.332210270817719	0.370153431499998
SLC6A10PB///SLC6A10P///SLC6A8	653562///386757///6535	0.3322154505023	0.63299489161111
ZNF157	7712	0.3322154505023	-0.340946053111113
SERPINE1	5054	0.332278699720117	-0.764474382555554
TMEM218	219854	0.332293611513506	-0.747577429277777
CNTROB	116840	0.332293611513506	-0.455749264333332
TXLNGY	246126	0.332293611513506	-2.22927124272222
CFC1B///CFC1	653275///55997	0.332298940515967	0.848422309111111
		0.332298940515967	-0.382913247222223
NGRN	51335	0.332559565989564	-0.729367610055555
CLCN2	1181	0.332597675423303	0.408878927166667
CYP2D6	1565	0.332613990441974	-0.301904514611112
		0.332723777036007	-1.14394017238889
TMX2	51075	0.332723777036007	0.673278183277777
		0.332767234821947	-0.461159776388891
NOVA1	4857	0.332846147593338	-0.314188109722223
STRCP1///STRC	554225///161497	0.332846147593338	-0.575007845055556
		0.332846147593338	-0.971981661277779
PROCA1	147011	0.332846147593338	-0.396060152333334
PPP1R16A	84988	0.332846147593338	0.320681169444446
SERPINF2	5345	0.332846147593338	0.387095795444443
		0.332846147593338	-0.836248436888889
ABCF3	55324	0.332846147593338	0.516931611055555
		0.3328978092559	0.330301526111114
PAPLN///NDRG2	89932///57447	0.332989311498637	-0.414590868444443
RPS6P6	728131	0.332989311498637	-0.468107994277777
PPIAL4C///PPIAL4A///PPIAL4G///PPIA	653598///653505///644591///5478	0.333180247159869	0.384015563888891
SNN	8303	0.333180247159869	0.454953481277776
		0.333180247159869	-0.633681513333329
UGGT1	56886	0.333235798734927	0.333040417444446
LYPLAL1	127018	0.333300372864906	-0.570899956944445
		0.333531727004959	0.354030266611111
NUP210P1	255330	0.333538605155857	-0.455320504944446
		0.33374916654971	-1.14737234105556
PON3	5446	0.333762449642025	0.268927682722222
IL1R2	7850	0.333970622116572	0.914608971277777
AMOT	154796	0.334022688436062	-0.535166782111112
FAM218A	152756	0.334022688436062	-0.645568861722221
		0.334029403697465	-1.14821866805556
		0.334098777700846	-0.630922981333335
		0.334187505126782	-1.43830620366667
		0.334198994537252	0.760034098888889
MIRLET7F1	406888	0.334261695284888	-0.876809143666669
		0.334264954867734	-0.724461502222221
GOSR2	9570	0.334288405498055	0.3777775735
ACKR2	1238	0.3342971352034	0.387336568277779
		0.334372918883203	0.408925558833332
		0.334532635278858	-0.731355356277779
SLC25A6	293	0.334957160163512	0.551828024444445
RNASEL	6041	0.334957160163512	-0.593938244333334
ELAC1	55520	0.33496096416797	-0.649370858055558
SPOCK1	6695	0.33496096416797	0.328233908111113
SS18	6760	0.334974439326953	0.366287918111111
ZNF492	57615	0.334996563986154	0.731364718777778
MIR130B	406920	0.334996563986154	-0.477080376055555
APOOL	139322	0.334999172635907	0.798650077666666
DYRK2	8445	0.335007604905292	-0.356273680555553
		0.335007604905292	-0.851082031111111
		0.335035028567475	0.846435573722222
OR5I1	10798	0.335048874401503	0.427057258666667
		0.335048874401503	-0.4970272215
		0.335048874401503	1.41095127327778
SCX	642658	0.33520936179793	0.343762594388889
FAM83H	286077	0.33520936179793	0.433892301833334
		0.335288925869619	0.636086552277778
MIR26B	407017	0.33535724662588	-0.539078217166666
SUFU	51684	0.33538650157108	0.480685119388889
PLGLA///LPAL2///PLGLB1///PLGLB2///PLG	285189///80350///5343///5342///5340	0.33538650157108	-0.814400587111112
FAM162A	26355	0.335474092435172	0.508724000611108
LOC284581	284581	0.335566101625088	-0.527852316722223
FKBP9	11328	0.335566101625088	-0.760767391999999
TLX1	3195	0.335602023667304	0.435300978388888
SLC36A2	153201	0.335622417651445	0.365199225
CUBN	8029	0.335629575899399	-0.64618322027778
DYRK3	8444	0.335733122878447	-0.60876434888889
ASB16	92591	0.335733122878447	0.350234252166667
		0.335733122878447	-0.832842153555557
EML2	24139	0.335733122878447	-0.611063965222221
		0.335733122878447	-0.966730111666667
		0.335733122878447	0.586963960944445
STT3B	201595	0.335733122878447	-0.361311113333334
TLE4	7091	0.335733122878447	0.597737637166665
FAM86JP///FAM86HP///FAM86FP///FAM86C2P///EEF2KMT///FAM86B1///FAM86C1	100125556///729375///653113///645332///196483///85002///55199	0.335733122878447	0.648707260333334
		0.335733122878447	-0.307736608833332
SLC28A3	64078	0.33576181334525	0.614461087777778
MRPL54	116541	0.335803361287136	0.474840006055554
MRPL19	9801	0.335969239825106	0.46321790433333
FGFR1OP2	26127	0.335969239825106	-0.670731287999999
TMEM94	9772	0.336108784248141	-0.300801102277776
PGGT1B	5229	0.336169819166534	0.403675976944447
CES5A	221223	0.3361891038	0.397334362111111
OR2J3///OR2J2	442186///26707	0.3361891038	-0.413923587555555
C3orf20	84077	0.3361891038	0.386145538222222
CIRBP	1153	0.3361891038	-0.589873457166666
CPNE2	221184	0.336195583207473	0.554275397277781
PPP1R12B	4660	0.336197353687276	0.677369896666666
		0.336197353687276	-0.504168354333332
SPOP	8405	0.336197353687276	-0.667724948722226
SH2D5	400745	0.336373306069702	0.338417614777777
NARS2	79731	0.336381473853487	-0.605953536000002
C19orf57	79173	0.336381473853487	-0.428836968277779
NME1-NME2///NME1	654364///4830	0.336381473853487	0.544833227888889
ARAP3	64411	0.33642747394025	0.427691655666668
GAREM1	64762	0.33642747394025	0.364936960500001
BRE	9577	0.33642747394025	0.423078846833333
PTGES3	10728	0.33642747394025	-0.584195524555556
C1QTNF9	338872	0.33642747394025	0.480224857833333
CDS1	1040	0.336540790644414	-0.347083226500001
HNRNPA2B1	3181	0.336844967863415	-0.54298129511111
SMG9	56006	0.336844967863415	0.327459558222222
		0.336844967863415	-0.635653082666666
RAB5B	5869	0.336844967863415	0.500122023722223
		0.336844967863415	0.579256352833335
CDK10	8558	0.336844967863415	0.293265061277777
PHC3	80012	0.336844967863415	0.565263111055556
CCDC102A	92922	0.336844967863415	-0.415777174722224
HAVCR1	26762	0.336844967863415	0.436742364999999
USP18	11274	0.336844967863415	-0.714798660777778
		0.336844967863415	-0.782155743000001
EYS	346007	0.336844967863415	0.466980895000001
SLC25A10	1468	0.336844967863415	0.378354389944445
		0.336844967863415	0.358778081999999
		0.336844967863415	0.5696294355
		0.336844967863415	0.699195764055556
		0.336844967863415	0.298634001944445
HORMAD1	84072	0.336844967863415	0.761024034333335
		0.336844967863415	-0.76164290022222
CASP9	842	0.336844967863415	0.357038470277777
LRRC3B	116135	0.336844967863415	-0.329937155500001
		0.336844967863415	0.745985098888889
ZFYVE19	84936	0.336844967863415	-0.329030559888889
WEE1	7465	0.336844967863415	-0.930615366166671
		0.336844967863415	0.581641717666667
LOX	4015	0.336844967863415	-0.868433441388889
OR4F15	390649	0.336844967863415	-0.229979052111111
EIF1	10209	0.336844967863415	0.329799553333331
HSPBP1	23640	0.336918318799707	0.350042080722224
PPP4R3B	57223	0.336940454562679	-0.293326987888891
IFNA2	3440	0.336970773594999	-0.285237064722221
		0.337002981128896	0.434874135666668
DUT	1854	0.3370786215006	-0.637600279944444
FGF7	2252	0.337100349503315	-0.338086922444444
LOC654780	654780	0.337212635528676	-0.428970190944446
FAM151A	338094	0.337212635528676	-0.538663256999999
FMN1	342184	0.337212635528676	1.01617458277778
RPL26L1	51121	0.337228491057184	0.865390771277777
EFTUD2	9343	0.337228491057184	0.30958128661111
CYB5RL	606495	0.337228491057184	0.35069063561111
		0.337228491057184	0.862970554888888
KDR	3791	0.337228491057184	0.312748567499999
OAZ2	4947	0.33728748257957	-0.420484583722221
CASC1	55259	0.337433670490355	-0.276918925222222
INTS4	92105	0.337433670490355	0.990993193611114
		0.337483376493443	0.614270980555554
MIR224///GABRE	407009///2564	0.337562976487482	0.196586867944445
MCC	4163	0.337562976487482	0.525223517500001
		0.337562976487482	-0.374034765833335
		0.337562976487482	-0.402912354944445
ANKRD54	129138	0.337563935657723	0.380814424222223
L2HGDH	79944	0.337804675516228	-0.486286054166666
HDHD2	84064	0.33781841920126	-0.593284470333332
CFAP53	220136	0.337834764928647	0.344257243666668
		0.337834764928647	-0.263586864555555
PHKB	5257	0.337834764928647	0.266250200000002
TCERG1	10915	0.337834764928647	0.331907558555553
AHDC1	27245	0.337834764928647	-0.350449955111112
		0.33805793436223	-0.571062960555556
BMPR1A	657	0.338095763459669	0.814331935722223
		0.338095763459669	0.628706407833335
DLG5	9231	0.338095763459669	0.454139797777779
EXOC3L2	90332	0.338095763459669	0.379891456000002
USP8	9101	0.338095763459669	1.01447952655556
TRPV2	51393	0.338095763459669	-0.490404466555558
BAG3	9531	0.338095763459669	-0.521332954555555
		0.338095763459669	-0.594199598555555
ACHE	43	0.338095763459669	0.454501174277778
DMKN	93099	0.338095763459669	-0.359540945444444
GINS2	51659	0.338238126837338	0.818393504777778
PRKCB	5579	0.338283499974797	0.4103126145
		0.338284773932399	-0.905321056777777
CLOCK	9575	0.338356267267589	0.7444090285
CFAP74	85452	0.338356267267589	0.38316379277778
		0.33843294163691	-0.689762123666666
DLGAP3	58512	0.338694898040076	0.397017663777778
		0.338694898040076	0.964204426277778
KLF12	11278	0.338694898040076	-0.875200496277777
MIA2	117153	0.338694898040076	-0.346665483833334
C2orf66	401027	0.338694898040076	-0.573121414777778
DCTN5	84516	0.338694898040076	0.364208200055556
ARID1A	8289	0.338694898040076	0.551505784833335
SEC63	11231	0.338694898040076	0.29899120983333
		0.338709442380457	-0.529106644722222
		0.338741202586164	-0.257254066
ZNF134	7693	0.338742353409832	-0.453684277388889
		0.338742353409832	-0.218247466833334
PS1TP4///SLC35F5	414327///80255	0.338805529075823	-0.697382358833333
TMEM208	29100	0.338853443435455	-0.387232196777775
		0.338853443435455	0.540286886944445
MIR99B	407056	0.338853443435455	-0.514647205388889
LOC100131756	100131756	0.338868383217226	-0.361726180166667
NDUFB4	4710	0.338967998560704	-0.585008342777777
		0.338967998560704	-0.603671600166666
UBE2G2	7327	0.33938865698428	0.320234435444442
PYROXD2	84795	0.33938865698428	-0.415813185277778
		0.339445999354639	0.685382849055554
ERVH-4	51359	0.339514151829383	0.492931885888891
HFE2	148738	0.339550480399144	0.456485686666668
OR2M5	127059	0.339550480399144	0.407997260611113
ZNF493	284443	0.339550480399144	0.990017530555556
TAS2R50	259296	0.339630496349887	-0.776014849722223
UBE2Q2	92912	0.339825093484894	0.502763340277776
FAIM	55179	0.339836448275772	-0.624924860166666
FGF11	2256	0.339860197041894	0.371013387
LOC375196	375196	0.339882518816789	0.501684247555556
FOXP1	27086	0.339898768933209	-0.251066331388891
PIK3C2A	5286	0.339970826614825	0.639949641222223
LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L	107984066///100996643///100133920///286297///25902	0.340008508940592	0.568522187333333
PDE4A	5141	0.340049734997145	0.483396752555558
GTF3C6	112495	0.340049734997145	0.525369463555557
SUPT5H	6829	0.340049734997145	0.33563717927778
GPC4	2239	0.340175813010966	0.953781256055556
GLRA1	2741	0.340175813010966	-0.428367396388889
		0.340175813010966	-0.289914989999998
FAM134C	162427	0.340223927090568	-0.522626517722225
		0.34037480249581	0.511827862333334
FLJ42022///CLK3	646748///1198	0.34037480249581	0.642659990666667
		0.340380360657514	-0.798023723111112
TMEM201	199953	0.340380360657514	0.329201853833333
KLHDC10	23008	0.340462602953016	-0.463150473833334
		0.340522888676344	-0.54094139461111
ODAM	54959	0.340571640567498	-0.270697865611111
		0.340619844517619	-0.671600185666667
		0.340637011686473	-0.828555274111112
LOC105370792	105370792	0.340637011686473	0.440173939611112
		0.340637011686473	-0.644502685388884
		0.340637011686473	-0.485979754777777
MORC3	23515	0.340637011686473	0.418851153722226
MFAP4	4239	0.340637011686473	0.662023993166666
PMF1-BGLAP///PMF1	100527963///11243	0.340679846590268	-0.41475463738889
		0.340679846590268	0.573611573333334
		0.340679846590268	0.588450503444446
		0.340689085380499	-0.286389439500001
CSPP1	79848	0.340728057375175	-0.574752703388889
		0.340728645376476	-0.691776091777777
		0.340737564531416	0.669993853611111
		0.340752036136098	0.776230357444444
S100A13	6284	0.340783552754917	-0.330490707888888
PDE9A	5152	0.34078792349203	0.684670810333333
SIVA1	10572	0.340821173698869	0.3834403405
GTSF1	121355	0.340834368849311	1.7648119645
MORF4L1	10933	0.340834368849311	-0.729839183111116
		0.340858185065899	-0.343643572555556
TSHZ2	128553	0.340858185065899	-0.372188144833333
